680,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,682
639,640,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,640,641
639,641,31,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,31,639,641
639,641,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,639,641
639,641,73,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,73,639,641
639,641,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,639,641
639,641,73,73,-1,-1,-1,-1,-1,-1,-1,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,73,639,641
639,641,148,-1,-1,-1,-1,-1,-1,-1,-1,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,639,641
639,641,73,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,73,639,641
639,641,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,639,641
639,641,73,73,-1,-1,-1,-1,-1,-1,-1,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,73,639,641
639,641,148,-1,-1,-1,-1,-1,-1,-1,-1,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,639,641
639,641,73,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,73,639,641
639,641,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,639,641
639,641,73,73,-1,-1,-1,-1,-1,-1,-1,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,73,639,641
639,641,148,-1,-1,-1,-1,-1,-1,-1,-1,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,639,641
639,641,73,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,73,639,641
639,641,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,680,681,681,681,681,681,681,681,681,681,640,641
639,641,73,73,-1,-1,-1,-1,-1,-1,-1,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,639,640,635,635,635,635,635,635,635,635,635,638
639,641,148,-1,-1,-1,-1,-1,-1,-1,-1,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,639,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
639,641,73,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,639,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
639,641,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,639,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
639,641,73,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,639,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
639,640,681,681,681,681,681,681,681,-1,-1,681,681,681,681,681,681,681,681,681,681,681,681,681,681,640,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
636,635,635,635,635,635,635,635,635,478,479,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,638,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
